,Business title,zip,AM early,AM peak,Mid-day,PM peak,PM late,Type of Place,lat,lon,Total Score
1044,tandoori xpress,92127-2357,7,28,25,35,25,Food & Drinks,33.0048168,-117.09112959999999,119
1045,the philadelphia sandwich co,92121-2619,3,25,20,18,5,Only Food,32.879161100000005,-117.1673841,70
1046,twice as nice italian ice,91910-8144,3,25,20,18,5,Only Food,32.6338353,-117.00679640000001,70
1047,ghirardelli chocolate company,92173,3,25,20,18,5,Only Food,32.5429398,-117.03771709999998,70
1048,catania,92037-4227,7,28,25,35,25,Food & Drinks,32.8464767,-117.2740395,119
1049,pizzarev,92131-3696,3,25,20,18,5,Only Food,32.9354676,-117.09697379999999,70
1050,habanos cafe inc,92110-4439,27,6,3,27,30,Only Drinks,32.7537575,-117.20455759999999,93
1051,temanacafe,92107-2106,27,6,3,27,30,Only Drinks,32.7517679,-117.2457509,93
1052,ironside fish and oyster,92101-2516,27,6,3,27,30,Only Drinks,32.722690899999996,-117.16858789999999,93
1053,pizza on 5th inc,92101-6918,27,6,3,27,30,Only Drinks,32.7130352,-117.1603932,93
1054,aesop investments llc,92101-6718,27,6,3,27,30,Only Drinks,32.7120101,-117.1690778,93
1055,aesop hospitality group inc,92101-6718,27,6,3,27,30,Only Drinks,32.7120101,-117.1690778,93
1056,901 fourth management llc,92101-6123,27,6,3,27,30,Only Drinks,32.7148734,-117.1609037,93
1057,shakeaway,92037-5016,3,25,20,18,5,Only Food,32.8395884,-117.27571840000002,70
1058,red lobster #0520,92126-2606,7,28,25,35,25,Food & Drinks,32.9132122,-117.14470060000001,119
1059,ritual juicebox,92103-3363,3,25,20,18,5,Only Food,32.7494073,-117.1537159,70
1060,al baby desserts,92114-4522,3,25,20,18,5,Only Food,32.705637,-117.04904099999999,70
1061,frany fruit,92173-3105,3,25,20,18,5,Only Food,32.5473475,-117.03515929999999,70
1062,dudleys deli,92123-1252,3,25,20,18,5,Only Food,32.8308974,-117.13249309999999,70
1063,juice kaboose inc,92109-3352,3,25,20,18,5,Only Food,32.8012088,-117.2365408,70
1064,paka paka,92131,7,28,25,35,25,Food & Drinks,32.914065,-117.114502,119
1065,luckybolt,92037-5149,3,25,20,18,5,Only Food,32.8407253,-117.2729619,70
1066,dane coffee roasters,92104-4219,3,25,20,18,5,Only Food,32.7409143,-117.1267355,70
1067,sizzling pot king,92111-1615,7,28,25,35,25,Food & Drinks,32.8334299,-117.1494044,119
1068,hana hou to go,91977-4024,3,25,20,18,5,Only Food,32.717177899999996,-117.0118818,70
1069,prado,92101-1095,3,25,20,18,5,Only Food,32.7304629,-117.1917902,70
1070,panda express,92101-1095,3,25,20,18,5,Only Food,32.7304629,-117.1917902,70
1071,peets coffee & tea,92101-1095,3,25,20,18,5,Only Food,32.7304629,-117.1917902,70
1072,jack in the box,92101-1095,3,25,20,18,5,Only Food,32.7304629,-117.1917902,70
1073,burger lounge,92014-1923,3,25,20,18,5,Only Food,32.9814342,-117.2496426,70
1074,rabbit hole,92116-1823,7,28,25,35,25,Food & Drinks,32.7631717,-117.12110929999999,119
1075,streetcar merchants the milkbar,92104-2602,3,25,20,18,5,Only Food,32.750495799999996,-117.13038780000001,70
1076,wahine kai shave ice and tea inc,92131-3962,3,25,20,18,5,Only Food,32.935906,-117.10131640000002,70
1077,wonderful sushi,92103-3312,7,28,25,35,25,Food & Drinks,32.7492911,-117.15145559999999,119
1078,rms enterprises llc,92123-1241,3,25,20,18,5,Only Food,32.8311037,-117.12712179999998,70
1079,coffee cycle,92110-4005,3,25,20,18,5,Only Food,32.764446,-117.2036406,70
1080,lil' farmers cafe,92111-3772,3,25,20,18,5,Only Food,32.8185909,-117.15018020000001,70
1081,song huong restaurant food to go,92126-6211,3,25,20,18,5,Only Food,32.9093137,-117.145692,70
1082,the noble chef llc,92111-3105,3,25,20,18,5,Only Food,32.8196733,-117.17487290000001,70
1083,casa sonoras,92105-3745,3,25,20,18,5,Only Food,32.7374899,-117.07887179999999,70
1084,oh! juice,92101-2916,3,25,20,18,5,Only Food,32.722851,-117.1663086,70
1085,la vang restaurant,92121-6306,3,25,20,18,5,Only Food,32.906041200000004,-117.1726282,70
1086,spotted cow viet kitchen,92111-1512,3,25,20,18,5,Only Food,32.8314173,-117.1550676,70
1087,pho la jolla,92037-1802,7,28,25,35,25,Food & Drinks,32.87008,-117.2334044,119
1088,sirena gourmet seafood restaurant,92101-2201,7,28,25,35,25,Food & Drinks,32.7248947,-117.1676381,119
1089,lai thai restaurant,92128-4633,7,28,25,35,25,Food & Drinks,32.980279700000004,-117.07903390000001,119
1090,mi gusto es,91950-5315,3,25,20,18,5,Only Food,32.675275899999995,-117.07197749999999,70
1091,taika,92107-3112,3,25,20,18,5,Only Food,32.7462064,-117.25049070000001,70
1092,nosh delicatessen,92101-3612,3,25,20,18,5,Only Food,32.7179736,-117.16879479999999,70
1093,sushi lounge on market,92101-6932,7,28,25,35,25,Food & Drinks,32.7112913,-117.16078629999998,119
1094,harar ethiopian restaurant,92104-1108,7,28,25,35,25,Food & Drinks,32.755596999999995,-117.1380118,119
1095,influx cafe north park,92104-4221,3,25,20,18,5,Only Food,32.7415629,-117.1297926,70
1096,ob smoothie,92107-3009,3,25,20,18,5,Only Food,32.746792600000006,-117.2513288,70
1097,ob noodle house bar 1502,92107-3184,7,28,25,35,25,Food & Drinks,32.745697899999996,-117.2517811,119
1098,ob noodlehouse bar 1502,92107-3184,7,28,25,35,25,Food & Drinks,32.745697899999996,-117.2517811,119
1099,hogumi america inc,92123-2711,3,25,20,18,5,Only Food,32.7948527,-117.153683,70
1100,cody's la jolla,92037-4137,7,28,25,35,25,Food & Drinks,32.8482566,-117.2742006,119
1101,vitality tap,92101-6976,3,25,20,18,5,Only Food,32.7122649,-117.16410890000002,70
1102,nosh delicatessen,92037-4446,7,28,25,35,25,Food & Drinks,32.8442402,-117.2741028,119
1103,nekter juice bar,92130-2225,3,25,20,18,5,Only Food,32.9533376,-117.23279709999998,70
1104,nekter juice bar,92128-4612,3,25,20,18,5,Only Food,32.9823657,-117.0752257,70
1105,kona ice la jolla,92024-1950,3,25,20,18,5,Only Food,33.0565999,-117.2487084,70
1106,cinnabon,92101-6150,3,25,20,18,5,Only Food,32.7136302,-117.1612808,70
1107,uptown delight deli,92121-3209,3,25,20,18,5,Only Food,32.888100099999996,-117.18353090000001,70
1108,charleys philly steaks,92122-1241,3,25,20,18,5,Only Food,32.8712569,-117.2097355,70
1109,trieu chau restaurant,92105-1916,7,28,25,35,25,Food & Drinks,32.749376,-117.09398190000002,119
1110,blue star cafe,92108-1698,3,25,20,18,5,Only Food,32.7770108,-117.14098759999999,70
1111,ototo sushi co,92111-2705,7,28,25,35,25,Food & Drinks,32.8188503,-117.1785159,119
1112,la salsa,92130-3137,3,25,20,18,5,Only Food,32.9544939,-117.2295058,70
1113,crab town,92111-1615,7,28,25,35,25,Food & Drinks,32.833469199999996,-117.14952859999998,119
1114,99 cups of coffee,92109-2807,3,25,20,18,5,Only Food,32.799904999999995,-117.25278270000001,70
1115,berkeley pizza,92104-3005,3,25,20,18,5,Only Food,32.7491889,-117.1303477,70
1116,sushi hana,92129-2811,7,28,25,35,25,Food & Drinks,32.95936210000001,-117.1146219,119
1117,arbys 392,92110-5204,3,25,20,18,5,Only Food,32.7535716,-117.21793810000001,70
1118,the habit burger grill,92111-2715,3,25,20,18,5,Only Food,32.8186427,-117.18127050000001,70
1119,yogurtland ca 275,92119-2100,3,25,20,18,5,Only Food,32.804097399999996,-117.00697360000001,70
1120,grapes & hops & deli,92101-6424,3,25,20,18,5,Only Food,32.7108167,-117.15690390000002,70
1121,punjabi tandoor,92121-1707,3,25,20,18,5,Only Food,32.8944216,-117.2014855,70
1122,gaslamp bbq,92101-7014,27,6,3,27,30,Only Drinks,32.7106106,-117.15983419999999,93
1123,native foods cafe,92111-2732,7,28,25,35,25,Food & Drinks,32.8206408,-117.179873,119
1124,park place cafe,92101-7122,3,25,20,18,5,Only Food,32.7118103,-117.15876899999999,70
1125,soda & swine,92116-1509,3,25,20,18,5,Only Food,32.7627169,-117.1304423,70
1126,new york buffalo wings and ribs,92114-7707,3,25,20,18,5,Only Food,32.6979949,-117.02677890000001,70
1127,ob express cafe,92107-1313,3,25,20,18,5,Only Food,32.753660700000005,-117.245455,70
1128,the purple mint,92120-3409,7,28,25,35,25,Food & Drinks,32.7867799,-117.09746480000001,119
1129,charm thai kitchen,92127-1110,3,25,20,18,5,Only Food,32.6415392,-117.0124747,70
1130,tea professor inc,92115-3845,3,25,20,18,5,Only Food,32.7604741,-117.0674006,70
1131,bean bar llc,92101-7462,3,25,20,18,5,Only Food,32.7085279,-117.154808,70
1132,sky cafe and lounge,91978-1083,3,25,20,18,5,Only Food,32.743068,-116.97139299999999,70
1133,menchies sports arena,92110-4548,3,25,20,18,5,Only Food,32.7526517,-117.2082619,70
1134,fruits of the ground,92124-1114,3,25,20,18,5,Only Food,32.840067,-117.09659199999999,70
1135,hanymary,91950-3228,3,25,20,18,5,Only Food,32.6725858,-117.1099456,70
1136,i-scream cannoli,92111-7825,3,25,20,18,5,Only Food,32.7715677,-117.16538510000001,70
1137,mauricio's ii mexican food,92123-1422,3,25,20,18,5,Only Food,32.8310642,-117.13839890000001,70
1138,three 28 cafe,92101-5203,3,25,20,18,5,Only Food,32.7174576,-117.15899180000001,70
1139,subway 2531,92126-2605,3,25,20,18,5,Only Food,32.9118305,-117.1443976,70
1140,outcast grill,92122-2245,7,28,25,35,25,Food & Drinks,32.85203,-117.2171337,119
1141,eddy m's cafe,92111-7906,3,25,20,18,5,Only Food,32.8423403,-117.17167549999999,70
1142,marcy's mexican food,92109-7769,3,25,20,18,5,Only Food,32.7722198,-117.25154679999999,70
1143,turkish food,92103-3417,3,25,20,18,5,Only Food,32.75055,-117.1492965,70
1144,hot tasty pizza 1,92154-2007,3,25,20,18,5,Only Food,32.5765756,-117.0944814,70
1145,urban crave,92101-1095,3,25,20,18,5,Only Food,32.7304629,-117.1917902,70
1146,the whole hog american regional smokehouse,92103-3607,3,25,20,18,5,Only Food,32.746086,-117.14637420000001,70
1147,harbor island liquor & deli,92101-1047,3,25,20,18,5,Only Food,32.7252308,-117.21054440000002,70
1148,moosie's classic ice cream,92116-2505,3,25,20,18,5,Only Food,32.7630122,-117.1077047,70
1149,the patio on goldfinch,92103-1821,3,25,20,18,5,Only Food,32.7503326,-117.17171110000001,70
1150,union kitchen tap,92101-6909,7,28,25,35,25,Food & Drinks,32.708649,-117.1598553,119
1151,jersey mikes subs 20143,92111-2705,3,25,20,18,5,Only Food,32.8188151,-117.17822779999999,70
1152,wings empire,92102-2639,7,28,25,35,25,Food & Drinks,32.7209089,-117.09266509999999,119
1153,earth made snow cones,92064-3053,3,25,20,18,5,Only Food,32.9767959,-117.03261770000002,70
1154,baja beach cafe,92109-3939,7,28,25,35,25,Food & Drinks,32.7932978,-117.2555949,119
1155,currywurst frankfurt,92128-5136,3,25,20,18,5,Only Food,32.9450513,-117.0880719,70
1156,thyme for lunch cafe grill,92104,3,25,20,18,5,Only Food,32.8858311,-117.15695349999999,70
1157,native foods cafe,92110-4254,7,28,25,35,25,Food & Drinks,32.7485808,-117.2057861,119
1158,cali o'burgers,92103-3312,3,25,20,18,5,Only Food,32.7488177,-117.15143729999998,70
1159,baskin robbins,92122-1128,3,25,20,18,5,Only Food,32.869018100000005,-117.2150024,70
1160,the promiscuous fork,92109-6433,7,28,25,35,25,Food & Drinks,32.7891428,-117.2371699,119
1161,the daily bagel,92122-1937,3,25,20,18,5,Only Food,32.8627496,-117.22433500000001,70
1162,oggis pizza express,92115,3,25,20,18,5,Only Food,32.7747307,-117.06938670000001,70
1163,ob sushi sushi,92107-3167,7,28,25,35,25,Food & Drinks,32.7463269,-117.25078119999999,119
1164,crystal palace banquet hall restaurant,92105-3288,7,28,25,35,25,Food & Drinks,32.747780999999996,-117.07890320000001,119
1165,tacos perla,92104-4221,3,25,20,18,5,Only Food,32.7415629,-117.1297926,70
1166,pure press,92103-3112,3,25,20,18,5,Only Food,32.7495103,-117.1607092,70
1167,chicago bros pizzeria,92108-2101,3,25,20,18,5,Only Food,32.78489269999999,-117.11164850000002,70
1168,daphnes california greek,92126-2962,3,25,20,18,5,Only Food,32.9157733,-117.1208889,70
1169,daphnes california greek,92037-2358,3,25,20,18,5,Only Food,32.865750399999996,-117.2317263,70
1170,daphnes california greek,92108-5532,3,25,20,18,5,Only Food,32.7753854,-117.14387749999999,70
1171,daphnes california greek,92130-6626,3,25,20,18,5,Only Food,32.9208011,-117.21445039999999,70
1172,airspace lounge,92101-1072,3,25,20,18,5,Only Food,32.7314462,-117.1977278,70
1173,tabuna,91915-2002,3,25,20,18,5,Only Food,32.623489,-116.9654569,70
1174,bad ass coffee,92129-2893,3,25,20,18,5,Only Food,32.9604327,-117.11496840000001,70
1175,circa,92116-1214,7,28,25,35,25,Food & Drinks,32.7626731,-117.14179640000002,119
1176,blush desserts,92111-1610,3,25,20,18,5,Only Food,32.829521,-117.1525956,70
1177,amalia lopezchavez ,92102-3030,3,25,20,18,5,Only Food,32.710784600000004,-117.13878190000001,70
1178,shallot asian cuisine,92121-7712,7,28,25,35,25,Food & Drinks,32.8908942,-117.20166100000002,119
1179,arbys 5572,92120-3505,3,25,20,18,5,Only Food,32.7881453,-117.09742050000001,70
1180,arbys 1009,92111-1005,3,25,20,18,5,Only Food,32.8329971,-117.1634797,70
1181,tom n toms vantage pointe llc,92101-4601,3,25,20,18,5,Only Food,32.7174477,-117.15621589999999,70
1182,caribbean escape,92102-4709,3,25,20,18,5,Only Food,32.7110619,-117.0948143,70
1183,stone tap room,92101-7110,3,25,20,18,5,Only Food,32.7090602,-117.15757009999999,70
1184,single fin surf grill,92109-7055,7,28,25,35,25,Food & Drinks,32.785627399999996,-117.2534527,119
1185,mimis cafe,92108-3201,7,28,25,35,25,Food & Drinks,32.7689848,-117.1546497,119
1186,city tacos,92104-3002,7,28,25,35,25,Food & Drinks,32.748739,-117.1294139,119
1187,"alexander's on 30th, inc.",92104-4534,7,28,25,35,25,Food & Drinks,32.740912,-117.1291283,119
1188,pizza boss,92115-2433,3,25,20,18,5,Only Food,32.7713705,-117.0696166,70
1189,sarku japan,92122-1241,3,25,20,18,5,Only Food,32.8712569,-117.2097355,70
1190,cotija taco shop,92119-1607,3,25,20,18,5,Only Food,32.8040574,-117.0388736,70
1191,baja pizzeria,92105,3,25,20,18,5,Only Food,32.749748,-117.10161380000001,70
1192,alexandre demaria ,92103-5129,7,28,25,35,25,Food & Drinks,32.741399,-117.150493,119
1193,mariscos alex university,92115,3,25,20,18,5,Only Food,32.7548511,-117.10057830000001,70
1194,ad night club,92101-6112,27,6,3,27,30,Only Drinks,32.7147383,-117.1606628,93
1195,hot dog on a stick & dole whip,92109-7777,3,25,20,18,5,Only Food,32.7699607,-117.2521639,70
1196,belmontys,92109-7779,3,25,20,18,5,Only Food,32.770863,-117.2521057,70
1197,tajima ramen bar,92103-4389,7,28,25,35,25,Food & Drinks,32.7459496,-117.15919720000001,119
1198,k-cuisine,92111-2316,3,25,20,18,5,Only Food,32.8263117,-117.1552261,70
1199,chipotle mexican grill #2202,92115,7,28,25,35,25,Food & Drinks,32.7747307,-117.06938670000001,119
1200,mt etna pizza & italian grill,92115-4311,7,28,25,35,25,Food & Drinks,32.754928899999996,-117.0991568,119
1201,richard walker restaurants llc,92037-4131,7,28,25,35,25,Food & Drinks,32.8462105,-117.27532350000001,119
1202,deli sushi & desserts,92126-6391,3,25,20,18,5,Only Food,32.8966077,-117.13732790000002,70
1203,roboto tokyo grill,92115-3845,7,28,25,35,25,Food & Drinks,32.7604741,-117.0674006,119
1204,lette macarons,92122-1241,3,25,20,18,5,Only Food,32.8712569,-117.2097355,70
1205,sushi fish attack,92117-5540,7,28,25,35,25,Food & Drinks,32.8271307,-117.2057298,119
1206,tu thanh,92105-2012,7,28,25,35,25,Food & Drinks,32.7497251,-117.09097849999999,119
1207,gossip grill,92103-3312,7,28,25,35,25,Food & Drinks,32.7487789,-117.1529331,119
1208,cafe bien,92115-4730,3,25,20,18,5,Only Food,32.7573755,-117.080525,70
1209,tin roof,92101-6921,27,6,3,27,30,Only Drinks,32.712247,-117.16075,93
1210,juice wave llc,92126-6392,3,25,20,18,5,Only Food,32.8966077,-117.13732790000002,70
1211,coyote ugly saloon,92101-6108,7,28,25,35,25,Food & Drinks,32.7139459,-117.16040859999998,119
1212,domo kitchen,92123-1220,7,28,25,35,25,Food & Drinks,32.8306952,-117.12778780000001,119
1213,t1w grab n go gate 12,92101-1095,3,25,20,18,5,Only Food,32.7304629,-117.1917902,70
1214,tandoori house,92110-4503,3,25,20,18,5,Only Food,32.7505569,-117.20796010000001,70
1215,culinart,92121-3091,3,25,20,18,5,Only Food,32.876182899999996,-117.20486059999999,70
1216,letjim deli market,92101-3006,3,25,20,18,5,Only Food,32.721432,-117.16324099999999,70
1217,my guadalajara,92120-4703,27,6,3,27,30,Only Drinks,32.7840719,-117.06035790000001,93
1218,the local pacific beach,92109-3941,7,28,25,35,25,Food & Drinks,32.793658,-117.2539798,119
1219,o-nami restaurant,92108-1523,3,25,20,18,5,Only Food,32.7659127,-117.1557736,70
1220,unique sandwiches,92123-1528,3,25,20,18,5,Only Food,32.8203508,-117.13766090000001,70
1221,einstein bros bagels,92101-1095,3,25,20,18,5,Only Food,32.7304629,-117.1917902,70
1222,mesa pizza,92111-5303,3,25,20,18,5,Only Food,32.801156199999994,-117.15829840000002,70
1223,song huong food to go,92115-4403,3,25,20,18,5,Only Food,32.7562521,-117.09419059999999,70
1224,leucadia pizza  rsf,92067,7,28,25,35,25,Food & Drinks,32.990474400000004,-117.1960244,119
1225,tacos el paisa,92102-3917,3,25,20,18,5,Only Food,32.7066502,-117.1405702,70
1226,jack in the box,92101-1072,7,28,25,35,25,Food & Drinks,32.7314462,-117.1977278,119
1227,pacifica breeze cafe,92101-1072,3,25,20,18,5,Only Food,32.7314462,-117.1977278,70
1228,marketplace grille,92130-3311,3,25,20,18,5,Only Food,32.9386053,-117.23254650000001,70
1229,shorehouse kitchen,92037-3219,7,28,25,35,25,Food & Drinks,32.8539945,-117.25461570000002,119
1230,buffalo wild wings,92110-5251,7,28,25,35,25,Food & Drinks,32.752309600000004,-117.2163355,119
1231,genghis grill,92126-2661,7,28,25,35,25,Food & Drinks,32.914735,-117.146079,119
1232,starbucks coffee 219,92108-1506,3,25,20,18,5,Only Food,32.7659127,-117.1557736,70
1233,mexico lindo,92104-2708,3,25,20,18,5,Only Food,32.7482685,-117.14247179999998,70
1234,the delicious rose company,92117-3240,3,25,20,18,5,Only Food,32.8323872,-117.1783442,70
1235,ly heng asian restaurant,92105-1731,3,25,20,18,5,Only Food,32.749416100000005,-117.098603,70
1236,great wall express #8,92110-3232,3,25,20,18,5,Only Food,32.749935,-117.2048159,70
1237,maxi billion food mart,92101-5611,3,25,20,18,5,Only Food,32.7155125,-117.1541686,70
1238,criscito pizza,92009-4331,3,25,20,18,5,Only Food,33.1112402,-117.2491212,70
1239,crazy bowls wraps,92109-3906,3,25,20,18,5,Only Food,32.7950447,-117.25435729999998,70
1240,tijuana jr ii,92154-1149,3,25,20,18,5,Only Food,32.584561199999996,-117.0956905,70
1241,kawaii sushi,92120-3409,7,28,25,35,25,Food & Drinks,32.7867799,-117.09746480000001,119
1242,hibachi buffet,92128-2509,7,28,25,35,25,Food & Drinks,33.0191705,-117.07405729999999,119
1243,el patron mexican food,92113-3099,3,25,20,18,5,Only Food,32.6962973,-117.0866544,70
1244,cheesy express,92109-7728,3,25,20,18,5,Only Food,32.772514799999996,-117.2510473,70
1245,santo sushi,92124-1320,7,28,25,35,25,Food & Drinks,32.8302201,-117.104616,119
1246,enjoy thai,92111-6301,3,25,20,18,5,Only Food,32.78568,-117.16657930000001,70
1247,cucina basilico,92123-4412,7,28,25,35,25,Food & Drinks,32.8108195,-117.1160164,119
1248,tofu house,92126-2758,7,28,25,35,25,Food & Drinks,32.916813,-117.1273074,119
1249,bottega americano,92101-7230,7,28,25,35,25,Food & Drinks,32.7102291,-117.1539331,119
1250,lalo's ice cream,92113-2029,3,25,20,18,5,Only Food,32.6988369,-117.08991090000002,70
1251,ahi sushi and grill,92122-2520,7,28,25,35,25,Food & Drinks,32.8537906,-117.203928,119
1252,the mad beet,92109-2729,3,25,20,18,5,Only Food,32.7970656,-117.25277,70
1253,kristens cart,92109-6159,3,25,20,18,5,Only Food,32.794897999999996,-117.234229,70
1254,domino s pizza 8556,92113-1963,3,25,20,18,5,Only Food,32.703528399999996,-117.1013867,70
1255,so-cal dominoids inc dba domino s pizza  8555,92119-2701,3,25,20,18,5,Only Food,32.8025483,-117.01298529999998,70
1256,nekter juice bar,92037-4308,3,25,20,18,5,Only Food,32.8433857,-117.27513799999998,70
1257,buffalo wild wings,92108-1534,7,28,25,35,25,Food & Drinks,32.7659127,-117.1557736,119
1258,natural style chicken,92110-5642,3,25,20,18,5,Only Food,32.755742,-117.2218135,70
1259,mazzika hookah lounge,92123-1760,3,25,20,18,5,Only Food,32.8101467,-117.1407639,70
